rep,affinity,affinity_description,mode,threads,nx,ny,steps,cells_per_thread,nu,dt,init,u0,schedule,chunk,collapse,omp_proc_bind,omp_places,gomp_cpu_affinity,allowed_cpus,elapsed,speedup,efficiency,relative_to_best_1t,stable,initial_min,initial_max,final_min,final_max,initial_l2,final_l2,initial_sum,final_sum
1,close_threads,Threads proximas em hardware threads,omp-region,4,2048,2048,1000,1048576.0,0.1,0.1,perturb,1.0,static,0,1,close,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,3.187868001,2.2150760096669386,0.5537690024167347,2.201763097718675,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,close_threads,Threads proximas em hardware threads,omp-region,4,2048,2048,1000,1048576.0,0.1,0.1,perturb,1.0,static,0,1,close,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,3.190674795,2.2131274368875316,0.5532818592218829,2.199826236130091,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,close_threads,Threads proximas em hardware threads,omp-region,4,2048,2048,1000,1048576.0,0.1,0.1,perturb,1.0,static,0,1,close,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,3.188345512,2.214744262948626,0.5536860657371565,2.201433344843838,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,close_threads,Threads proximas em hardware threads,omp-region,8,2048,2048,1000,524288.0,0.1,0.1,perturb,1.0,static,0,1,close,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,2.005471438,3.5210523556705975,0.4401315444588247,3.499890345982579,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,close_threads,Threads proximas em hardware threads,omp-region,8,2048,2048,1000,524288.0,0.1,0.1,perturb,1.0,static,0,1,close,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,2.019658289,3.4963191394601303,0.4370398924325163,3.475305779808576,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,close_threads,Threads proximas em hardware threads,omp-region,8,2048,2048,1000,524288.0,0.1,0.1,perturb,1.0,static,0,1,close,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,2.007649679,3.5172321171675884,0.43965401464594855,3.496093067639217,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,close_threads,Threads proximas em hardware threads,omp-region,16,2048,2048,1000,262144.0,0.1,0.1,perturb,1.0,static,0,1,close,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.803444012,3.915491628248008,0.2447182267655005,3.891958984197176,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,close_threads,Threads proximas em hardware threads,omp-region,16,2048,2048,1000,262144.0,0.1,0.1,perturb,1.0,static,0,1,close,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.803990983,3.9143044491592116,0.24464402807245073,3.8907789402182393,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,close_threads,Threads proximas em hardware threads,omp-region,16,2048,2048,1000,262144.0,0.1,0.1,perturb,1.0,static,0,1,close,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.797556297,3.928316427577233,0.24551977672357705,3.9047067047157964,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,close_threads,Threads proximas em hardware threads,omp-region,32,2048,2048,1000,131072.0,0.1,0.1,perturb,1.0,static,0,1,close,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.735853848,4.067951883815509,0.12712349636923465,4.043502932627079,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,close_threads,Threads proximas em hardware threads,omp-region,32,2048,2048,1000,131072.0,0.1,0.1,perturb,1.0,static,0,1,close,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.734961169,4.07004494231421,0.12718890444731906,4.0455834115558815,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,close_threads,Threads proximas em hardware threads,omp-region,32,2048,2048,1000,131072.0,0.1,0.1,perturb,1.0,static,0,1,close,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.736062067,4.067463983705601,0.12710824949080002,4.043017964864041,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,spread_threads,Threads espalhadas entre hardware threads,omp-region,1,2048,2048,1000,4194304.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,7.071733875,1.0,1.0,0.9925331254069569,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,spread_threads,Threads espalhadas entre hardware threads,omp-region,1,2048,2048,1000,4194304.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,7.113883047,0.994075082241087,0.994075082241087,0.9866524482659238,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,spread_threads,Threads espalhadas entre hardware threads,omp-region,1,2048,2048,1000,4194304.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,7.139409271,0.9905208689639219,0.9905208689639219,0.9831247738535761,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,spread_threads,Threads espalhadas entre hardware threads,omp-region,2,2048,2048,1000,2097152.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,3.740731093,1.8904683868437586,0.9452341934218793,1.8763524964770837,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,spread_threads,Threads espalhadas entre hardware threads,omp-region,2,2048,2048,1000,2097152.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,3.75589781,1.8828344733372817,0.9414172366686409,1.868775584445414,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,spread_threads,Threads espalhadas entre hardware threads,omp-region,2,2048,2048,1000,2097152.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,3.755165189,1.8832018084624398,0.9416009042312199,1.869140176725259,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,spread_threads,Threads espalhadas entre hardware threads,omp-region,4,2048,2048,1000,1048576.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,2.175729904,3.250281141054721,0.8125702852636802,3.2260116993823327,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,spread_threads,Threads espalhadas entre hardware threads,omp-region,4,2048,2048,1000,1048576.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,2.157934595,3.277084435916372,0.819271108979093,3.252614857402571,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,spread_threads,Threads espalhadas entre hardware threads,omp-region,4,2048,2048,1000,1048576.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,2.175299849,3.2509237189764546,0.8127309297441137,3.226649479255308,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,spread_threads,Threads espalhadas entre hardware threads,omp-region,8,2048,2048,1000,524288.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.852108879,3.818206345848418,0.47727579323105224,3.7896962778936065,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,spread_threads,Threads espalhadas entre hardware threads,omp-region,8,2048,2048,1000,524288.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.856066901,3.8100641044727084,0.47625801305908855,3.7816148336131556,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,spread_threads,Threads espalhadas entre hardware threads,omp-region,8,2048,2048,1000,524288.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.82101274,3.8834071391504925,0.48542589239381156,3.8544102250487273,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,spread_threads,Threads espalhadas entre hardware threads,omp-region,16,2048,2048,1000,262144.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.717769264,4.116812439950608,0.257300777496913,4.086072717738417,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,spread_threads,Threads espalhadas entre hardware threads,omp-region,16,2048,2048,1000,262144.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.717233492,4.118096873805906,0.25738105461286914,4.087347560887195,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,spread_threads,Threads espalhadas entre hardware threads,omp-region,16,2048,2048,1000,262144.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.717578699,4.117269199435967,0.2573293249647479,4.08652606665798,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,spread_threads,Threads espalhadas entre hardware threads,omp-region,32,2048,2048,1000,131072.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.731808854,4.083437879801947,0.12760743374381084,4.052947361244984,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,spread_threads,Threads espalhadas entre hardware threads,omp-region,32,2048,2048,1000,131072.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.741086504,4.061678646496475,0.12692745770301483,4.031350601405845,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,spread_threads,Threads espalhadas entre hardware threads,omp-region,32,2048,2048,1000,131072.0,0.1,0.1,perturb,1.0,static,0,1,spread,threads,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.728820131,4.090497182555077,0.12782803695484615,4.059953953069742,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,1,2048,2048,1000,4194304.0,0.1,0.1,perturb,1.0,static,0,1,,,0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,7.068518513,1.0,1.0,0.9929846136911433,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,1,2048,2048,1000,4194304.0,0.1,0.1,perturb,1.0,static,0,1,,,0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,7.165997495,0.9863970114323909,0.9863970114323909,0.979477055343291,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,1,2048,2048,1000,4194304.0,0.1,0.1,perturb,1.0,static,0,1,,,0,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,7.074455458,0.9991607912389516,0.9991607912389516,0.9921512923037474,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,2,2048,2048,1000,2097152.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,3.731055613,1.8945090200133663,0.9472545100066831,1.8812183073723592,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,2,2048,2048,1000,2097152.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,3.722072316,1.8990814559445006,0.9495407279722503,1.885758665899064,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,2,2048,2048,1000,2097152.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,3.727095628,1.8965219083453042,0.9482609541726521,1.8832170745150518,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,4,2048,2048,1000,1048576.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1 2 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,2.151888341,3.2847979973325208,0.8211994993331302,3.2617538704346742,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,4,2048,2048,1000,1048576.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1 2 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,2.178512654,3.2446534106751166,0.8111633526687791,3.2218909135608813,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,4,2048,2048,1000,1048576.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1 2 3,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,2.164478029,3.2656919674373834,0.8164229918593459,3.24278187672008,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,8,2048,2048,1000,524288.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1 2 3 4 5 6 7,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.850192437,3.8204234173939606,0.4775529271742451,3.7936216712575392,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,8,2048,2048,1000,524288.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1 2 3 4 5 6 7,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.849612371,3.821621559104505,0.4777026948880631,3.7948114075411317,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,8,2048,2048,1000,524288.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1 2 3 4 5 6 7,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.848763337,3.8233766169714993,0.4779220771214374,3.7965541529991946,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,16,2048,2048,1000,262144.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.733557319,4.077464549644926,0.2548415343528079,4.0488595606684985,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,16,2048,2048,1000,262144.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.73050786,4.084649758828602,0.25529060992678765,4.055994362834041,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,16,2048,2048,1000,262144.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.731840319,4.081507073978684,0.25509419212366774,4.052873725132391,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
1,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,32,2048,2048,1000,131072.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.736357779,4.070888268816861,0.12721525840052691,4.042329414990918,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
2,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,32,2048,2048,1000,131072.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.736251833,4.071136674215393,0.12722302106923103,4.042576077729618,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
3,gomp_cpu_affinity,Afinidade explicita do GNU OpenMP por lista de CPUs,omp-region,32,2048,2048,1000,131072.0,0.1,0.1,perturb,1.0,static,0,1,,,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,1.736243279,4.071156731602242,0.12722364786257007,4.04259599440615,yes,0.0,1.0,0.0,0.999255503008,290.398838932026,290.290717810746,168662.97116801885,168662.97116874598
